SAMPLE	PLATE	COLUMN	ROW	GROUP	CODE	ANCESTRY	SEX	FAMILY_ID	RELATIONSHIP	FLOWCELLS	OUTPUT	READ_N50	NOTES	HAS_SR	base_sample_id	T2T_cram	T2T_crai	T2T_mean_cov	T2T_median_cov	T2T_xy_ratio	T2T_avg_read_identity	T2T_median_read_identity	T2T_N50	T2T_readmass	base_sample_id	GRCh38_cram	GRCh38_crai	GRCh38_mean_cov	GRCh38_median_cov	GRCh38_xy_ratio	GRCh38_avg_read_identity	GRCh38_median_read_identity	GRCh38_N50	GRCh38_readmass
NA19352	P11	1	A	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Male		proband	PAI99484	48,1	38.312			NA19352	/groups/bi-marvl/samples/alignments/T2T/NA19352/alignments/NA19352.cram	/groups/bi-marvl/samples/alignments/T2T/NA19352/alignments/NA19352.cram.crai	15.01	15	1	93.6	96.3	38015	48459013481	NA19352	/groups/bi-marvl/samples/alignments/GRCh38/NA19352/alignments/NA19352.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19352/alignments/NA19352.cram.crai	15.14	15	1	92.4	96.1	37759	48832466269
NA19355	P11	1	B	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Female		proband	PAK01327 PAM68046	42,4	34.208		X	NA19355	/groups/bi-marvl/samples/alignments/T2T/NA19355/alignments/NA19355.cram	/groups/bi-marvl/samples/alignments/T2T/NA19355/alignments/NA19355.cram.crai	13.24	13	45	94.1	97	33746	43203849873	NA19355	/groups/bi-marvl/samples/alignments/GRCh38/NA19355/alignments/NA19355.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19355/alignments/NA19355.cram.crai	13.38	13	14	93.2	96.8	33620	43491070831
NA19383	P11	1	C	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Male		proband	PAI98842	32,4	36.775		X	NA19383	/groups/bi-marvl/samples/alignments/T2T/NA19383/alignments/NA19383.cram	/groups/bi-marvl/samples/alignments/T2T/NA19383/alignments/NA19383.cram.crai	10.16	10	1	93	96.3	36301	33164433856	NA19383	/groups/bi-marvl/samples/alignments/GRCh38/NA19383/alignments/NA19383.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19383/alignments/NA19383.cram.crai	10.25	10	1	91.9	96	36119	33408960415
NA19385	P11	1	D	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Male		proband	PAI99477	28,0	38.217		X	NA19385	/groups/bi-marvl/samples/alignments/T2T/NA19385/alignments/NA19385.cram	/groups/bi-marvl/samples/alignments/T2T/NA19385/alignments/NA19385.cram.crai	8.75	9	1	93.3	96.4	37951	28510876015	NA19385	/groups/bi-marvl/samples/alignments/GRCh38/NA19385/alignments/NA19385.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19385/alignments/NA19385.cram.crai	8.83	8	1	92.2	96.2	37752	28729282327
NA19391	P11	1	E	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Female		proband	PAI99434 PAM81008	36,7	23.365		X	NA19391	/groups/bi-marvl/samples/alignments/T2T/NA19391/alignments/NA19391.cram	/groups/bi-marvl/samples/alignments/T2T/NA19391/alignments/NA19391.cram.crai	11.51	11	43	94	96.6	23251	37161826176	NA19391	/groups/bi-marvl/samples/alignments/GRCh38/NA19391/alignments/NA19391.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19391/alignments/NA19391.cram.crai	11.62	11	12	93.1	96.5	23179	37361479394
NA19393	P11	1	F	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Male		proband	PAK02588	36,0	34.934		X	NA19393	/groups/bi-marvl/samples/alignments/T2T/NA19393/alignments/NA19393.cram	/groups/bi-marvl/samples/alignments/T2T/NA19393/alignments/NA19393.cram.crai	11.26	11	1	93.2	96.4	34561	36640838191	NA19393	/groups/bi-marvl/samples/alignments/GRCh38/NA19393/alignments/NA19393.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19393/alignments/NA19393.cram.crai	11.37	11	1	92	96.2	34420	36906844457
NA19397	P11	1	G	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Male		proband	PAI99489	27,3	30.644		X	NA19397	/groups/bi-marvl/samples/alignments/T2T/NA19397/alignments/NA19397.cram	/groups/bi-marvl/samples/alignments/T2T/NA19397/alignments/NA19397.cram.crai	8.5	8	1	93.1	96.1	30401	27696198903	NA19397	/groups/bi-marvl/samples/alignments/GRCh38/NA19397/alignments/NA19397.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19397/alignments/NA19397.cram.crai	8.57	8	1	92.1	95.9	30260	27879578619
NA19398	P11	1	H	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Female		proband	PAI99428	43,8	35.281			NA19398	/groups/bi-marvl/samples/alignments/T2T/NA19398/alignments/NA19398.cram	/groups/bi-marvl/samples/alignments/T2T/NA19398/alignments/NA19398.cram.crai	13.67	14	45	93.4	96.3	34907	44422105592	NA19398	/groups/bi-marvl/samples/alignments/GRCh38/NA19398/alignments/NA19398.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19398/alignments/NA19398.cram.crai	13.8	14	11	92.5	96.2	34776	44701070463
NA19399	P11	2	A	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Female		proband	PAK18205 PAM50383	74,6	14.694		X	NA19399	/groups/bi-marvl/samples/alignments/T2T/NA19399/alignments/NA19399.cram	/groups/bi-marvl/samples/alignments/T2T/NA19399/alignments/NA19399.cram.crai	23.23	23	40	92.2	95.3	14117	77991023415	NA19399	/groups/bi-marvl/samples/alignments/GRCh38/NA19399/alignments/NA19399.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19399/alignments/NA19399.cram.crai	23.4	23	13	91.8	95.2	14097	78048769218
NA19403	P11	2	B	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Female		proband	PAK16891	83,4	33.16		X	NA19403	/groups/bi-marvl/samples/alignments/T2T/NA19403/alignments/NA19403.cram	/groups/bi-marvl/samples/alignments/T2T/NA19403/alignments/NA19403.cram.crai	26.17	26	46	92.8	95.4	32616	85298521266	NA19403	/groups/bi-marvl/samples/alignments/GRCh38/NA19403/alignments/NA19403.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19403/alignments/NA19403.cram.crai	26.38	26	12	91.9	95.2	32478	85735482887
NA19432	P11	2	C	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Female		proband	PAK16942 PAK19414	66,1	19.977			NA19432	/groups/bi-marvl/samples/alignments/T2T/NA19432/alignments/NA19432.cram	/groups/bi-marvl/samples/alignments/T2T/NA19432/alignments/NA19432.cram.crai	20.53	21	43	93.7	95.9	19817	67009766350	NA19432	/groups/bi-marvl/samples/alignments/GRCh38/NA19432/alignments/NA19432.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19432/alignments/NA19432.cram.crai	20.72	20	12	93.2	95.8	19797	67254724892
NA19439	P11	2	D	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Female		proband	PAK19415 PAM48787	59,2	9.973		X	NA19439	/groups/bi-marvl/samples/alignments/T2T/NA19439/alignments/NA19439.cram	/groups/bi-marvl/samples/alignments/T2T/NA19439/alignments/NA19439.cram.crai	18.21	18	43	92.7	95.1	9907	59334672258	NA19439	/groups/bi-marvl/samples/alignments/GRCh38/NA19439/alignments/NA19439.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19439/alignments/NA19439.cram.crai	18.35	18	13	92.2	94.9	9861	59535016677
NA19449	P11	2	E	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Female		proband	PAK19213 PAM53901	60,9	19.685		X	NA19449	/groups/bi-marvl/samples/alignments/T2T/NA19449/alignments/NA19449.cram	/groups/bi-marvl/samples/alignments/T2T/NA19449/alignments/NA19449.cram.crai	18.97	19	43	92.8	95.1	19406	61511187868	NA19449	/groups/bi-marvl/samples/alignments/GRCh38/NA19449/alignments/NA19449.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19449/alignments/NA19449.cram.crai	19.11	19	12	92.3	95	19353	61762799732
NA19453	P11	2	F	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Male		proband	PAK16949 PAM48810	54,2	23.534			NA19453	/groups/bi-marvl/samples/alignments/T2T/NA19453/alignments/NA19453.cram	/groups/bi-marvl/samples/alignments/T2T/NA19453/alignments/NA19453.cram.crai	16.88	17	1	93.6	96.2	23206	55297204829	NA19453	/groups/bi-marvl/samples/alignments/GRCh38/NA19453/alignments/NA19453.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19453/alignments/NA19453.cram.crai	17.05	17	1	92.9	96.1	23131	55597911234
NA19463	P11	2	G	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Female		proband	PAK16736 PAM48802	39,0	19.072		X	NA19463	/groups/bi-marvl/samples/alignments/T2T/NA19463/alignments/NA19463.cram	/groups/bi-marvl/samples/alignments/T2T/NA19463/alignments/NA19463.cram.crai	12.15	12	42	92.7	95.2	18885	39310671195	NA19463	/groups/bi-marvl/samples/alignments/GRCh38/NA19463/alignments/NA19463.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19463/alignments/NA19463.cram.crai	12.25	12	11	92.1	95.1	18868	39424377834
NA19472	P11	2	H	LWK	LWK	Luhya in Webuye, Kenya [LWK]	Female		proband	PAK16883 PAM48612	46,4	23.106		X	NA19472	/groups/bi-marvl/samples/alignments/T2T/NA19472/alignments/NA19472.cram	/groups/bi-marvl/samples/alignments/T2T/NA19472/alignments/NA19472.cram.crai	14.39	14	44	92.1	94.8	22794	46841928434	NA19472	/groups/bi-marvl/samples/alignments/GRCh38/NA19472/alignments/NA19472.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19472/alignments/NA19472.cram.crai	14.52	14	12	91.4	94.6	22732	47065514212
NA19651	P11	4	A	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Female	M005	mother	PAI98866	51,3	35.952		X	NA19651	/groups/bi-marvl/samples/alignments/T2T/NA19651/alignments/NA19651.cram	/groups/bi-marvl/samples/alignments/T2T/NA19651/alignments/NA19651.cram.crai	16.04	16	45	93	96.3	35527	52338942960	NA19651	/groups/bi-marvl/samples/alignments/GRCh38/NA19651/alignments/NA19651.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19651/alignments/NA19651.cram.crai	16.17	16	12	92.1	96.1	35462	52524912554
NA19652	P11	4	B	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Male	M005	father	PAK01788	30,5	30.418		X	NA19652	/groups/bi-marvl/samples/alignments/T2T/NA19652/alignments/NA19652.cram	/groups/bi-marvl/samples/alignments/T2T/NA19652/alignments/NA19652.cram.crai	9.57	9	1	92.8	96.2	29985	31444020068	NA19652	/groups/bi-marvl/samples/alignments/GRCh38/NA19652/alignments/NA19652.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19652/alignments/NA19652.cram.crai	9.66	9	1	91.9	96	29905	31598089808
NA19654	P11	4	C	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Female	M006	mother	PAI99426	44,4	23.02		X	NA19654	/groups/bi-marvl/samples/alignments/T2T/NA19654/alignments/NA19654.cram	/groups/bi-marvl/samples/alignments/T2T/NA19654/alignments/NA19654.cram.crai	13.8	14	45	93.4	96.4	22844	45115312005	NA19654	/groups/bi-marvl/samples/alignments/GRCh38/NA19654/alignments/NA19654.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19654/alignments/NA19654.cram.crai	13.91	14	12	92.7	96.3	22848	45139989409
NA19655	P11	4	D	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Male	M006	father	PAK01430	34,4	33.373		X	NA19655	/groups/bi-marvl/samples/alignments/T2T/NA19655/alignments/NA19655.cram	/groups/bi-marvl/samples/alignments/T2T/NA19655/alignments/NA19655.cram.crai	10.78	11	2	91	93.7	33018	35075224057	NA19655	/groups/bi-marvl/samples/alignments/GRCh38/NA19655/alignments/NA19655.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19655/alignments/NA19655.cram.crai	10.87	11	1	90.2	93.4	32952	35213929217
NA19657	P11	4	E	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Female	M007	mother	PAI99210 PAM91993	37,0	26.235		X	NA19657	/groups/bi-marvl/samples/alignments/T2T/NA19657/alignments/NA19657.cram	/groups/bi-marvl/samples/alignments/T2T/NA19657/alignments/NA19657.cram.crai	11.54	11	44	94.6	97.1	26022	37846792840	NA19657	/groups/bi-marvl/samples/alignments/GRCh38/NA19657/alignments/NA19657.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19657/alignments/NA19657.cram.crai	11.66	11	13	93.9	97	25893	38120291262
NA19658	P11	4	F	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Male	M007	father	PAK01319	56,5	18.677		X	NA19658	/groups/bi-marvl/samples/alignments/T2T/NA19658/alignments/NA19658.cram	/groups/bi-marvl/samples/alignments/T2T/NA19658/alignments/NA19658.cram.crai	17.56	17	1	94	96.7	18519	57260654985	NA19658	/groups/bi-marvl/samples/alignments/GRCh38/NA19658/alignments/NA19658.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19658/alignments/NA19658.cram.crai	17.73	17	1	93.1	96.6	18492	57438110300
NA19660	P11	4	G	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Female	M008	mother	PAI99215 PAM93089	32,0	27.816		X	NA19660	/groups/bi-marvl/samples/alignments/T2T/NA19660/alignments/NA19660.cram	/groups/bi-marvl/samples/alignments/T2T/NA19660/alignments/NA19660.cram.crai	10.01	10	44	94.3	97.2	27404	32916700873	NA19660	/groups/bi-marvl/samples/alignments/GRCh38/NA19660/alignments/NA19660.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19660/alignments/NA19660.cram.crai	10.09	10	12	93.6	97.1	27298	33104049415
NA19661	P11	4	H	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Male	M008	father	PAK01580	28,0	12.444		X	NA19661	/groups/bi-marvl/samples/alignments/T2T/NA19661/alignments/NA19661.cram	/groups/bi-marvl/samples/alignments/T2T/NA19661/alignments/NA19661.cram.crai	8.74	9	1	92.9	96.1	12262	29082268956	NA19661	/groups/bi-marvl/samples/alignments/GRCh38/NA19661/alignments/NA19661.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19661/alignments/NA19661.cram.crai	8.83	8	1	92.1	95.9	12228	29160125855
NA19663	P11	5	A	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Female	M012	mother	PAK01399	32,4	14.154		X	NA19663	/groups/bi-marvl/samples/alignments/T2T/NA19663/alignments/NA19663.cram	/groups/bi-marvl/samples/alignments/T2T/NA19663/alignments/NA19663.cram.crai	10.07	10	44	93.5	96.4	13952	33111741472	NA19663	/groups/bi-marvl/samples/alignments/GRCh38/NA19663/alignments/NA19663.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19663/alignments/NA19663.cram.crai	10.18	10	12	92.8	96.3	13917	33228668389
NA19664	P11	5	B	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Male	M012	father	PAK01261	47,7	27.566		X	NA19664	/groups/bi-marvl/samples/alignments/T2T/NA19664/alignments/NA19664.cram	/groups/bi-marvl/samples/alignments/T2T/NA19664/alignments/NA19664.cram.crai	14.98	15	1	93.5	96.4	27290	48721218009	NA19664	/groups/bi-marvl/samples/alignments/GRCh38/NA19664/alignments/NA19664.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19664/alignments/NA19664.cram.crai	15.12	15	1	92.4	96.2	27237	48897182619
NA19669	P11	5	C	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Female	M002	mother	PAI96761 PAM92630	14,4	12.043		X	NA19669	/groups/bi-marvl/samples/alignments/T2T/NA19669/alignments/NA19669.cram	/groups/bi-marvl/samples/alignments/T2T/NA19669/alignments/NA19669.cram.crai	4.49	4	39	93.8	97	11757	15026553689	NA19669	/groups/bi-marvl/samples/alignments/GRCh38/NA19669/alignments/NA19669.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19669/alignments/NA19669.cram.crai	4.53	4	13	93	96.9	11724	15061367568
NA19675	P11	5	D	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Female	M004	mother	PAK01571	68,1	7.548		X	NA19675	/groups/bi-marvl/samples/alignments/T2T/NA19675/alignments/NA19675.cram	/groups/bi-marvl/samples/alignments/T2T/NA19675/alignments/NA19675.cram.crai	20.88	21	42	92.7	95.6	7378	69372879344	NA19675	/groups/bi-marvl/samples/alignments/GRCh38/NA19675/alignments/NA19675.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19675/alignments/NA19675.cram.crai	21.07	21	13	92.4	95.5	7361	69536213900
NA19676	P11	5	E	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Male	M004	father	PAK01696 PAM91974	6,0	16.805		X	NA19676	/groups/bi-marvl/samples/alignments/T2T/NA19676/alignments/NA19676.cram	/groups/bi-marvl/samples/alignments/T2T/NA19676/alignments/NA19676.cram.crai	1.78	2	0	92.8	96.1	16712	5879829996	NA19676	/groups/bi-marvl/samples/alignments/GRCh38/NA19676/alignments/NA19676.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19676/alignments/NA19676.cram.crai	1.79	1	0	91.8	95.9	16668	5894503402
NA19679	P11	5	F	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Male	M009	father	PAI99453	38,5	15.97		X	NA19679	/groups/bi-marvl/samples/alignments/T2T/NA19679/alignments/NA19679.cram	/groups/bi-marvl/samples/alignments/T2T/NA19679/alignments/NA19679.cram.crai	12.01	12	1	93.6	96.3	15797	39115235438	NA19679	/groups/bi-marvl/samples/alignments/GRCh38/NA19679/alignments/NA19679.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19679/alignments/NA19679.cram.crai	12.15	12	1	92.8	96.1	15763	39249566802
NA19700	P04	8	E	ASW	ASW	African Ancestry in SW USA [ASW]	Male	2367	father	PAM92627	44,3	18.269		X	NA19700	/groups/bi-marvl/samples/alignments/T2T/NA19700/alignments/NA19700.cram	/groups/bi-marvl/samples/alignments/T2T/NA19700/alignments/NA19700.cram.crai	13.82	14	1	94.3	97.2	17696	46274121118	NA19700	/groups/bi-marvl/samples/alignments/GRCh38/NA19700/alignments/NA19700.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19700/alignments/NA19700.cram.crai	13.93	14	1	93.7	97.1	17626	46482508122
NA19701	P04	8	F	ASW	ASW	African Ancestry in SW USA [ASW]	Female	2367	mother	PAM92632	39,0	14.487		X	NA19701	/groups/bi-marvl/samples/alignments/T2T/NA19701/alignments/NA19701.cram	/groups/bi-marvl/samples/alignments/T2T/NA19701/alignments/NA19701.cram.crai	12.18	12	44	95	97.4	13997	40680676078	NA19701	/groups/bi-marvl/samples/alignments/GRCh38/NA19701/alignments/NA19701.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19701/alignments/NA19701.cram.crai	12.3	12	14	94.4	97.3	13951	40805678441
NA19703	P04	8	G	ASW	ASW	African Ancestry in SW USA [ASW]	Male	2368	father	PAM92210	12,8	14.027		X	NA19703	/groups/bi-marvl/samples/alignments/T2T/NA19703/alignments/NA19703.cram	/groups/bi-marvl/samples/alignments/T2T/NA19703/alignments/NA19703.cram.crai	4.03	4	1	95.4	97.4	13780	13127753791	NA19703	/groups/bi-marvl/samples/alignments/GRCh38/NA19703/alignments/NA19703.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19703/alignments/NA19703.cram.crai	4.07	4	1	94.7	97.4	13694	13189663733
NA19707	P04	8	H	ASW	ASW	African Ancestry in SW USA [ASW]	Female	2369	mother	PAM92629	28,5	15.043		X	NA19707	/groups/bi-marvl/samples/alignments/T2T/NA19707/alignments/NA19707.cram	/groups/bi-marvl/samples/alignments/T2T/NA19707/alignments/NA19707.cram.crai	9.02	9	43	94.7	97.2	14642	29948828891	NA19707	/groups/bi-marvl/samples/alignments/GRCh38/NA19707/alignments/NA19707.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19707/alignments/NA19707.cram.crai	9.12	9	13	94	97.2	14576	30109739357
NA19711	P04	9	A	ASW	ASW	African Ancestry in SW USA [ASW]	Male		proband	PAI06328	51,5	15.314		X	NA19711	/groups/bi-marvl/samples/alignments/T2T/NA19711/alignments/NA19711.cram	/groups/bi-marvl/samples/alignments/T2T/NA19711/alignments/NA19711.cram.crai	15.79	16	1	92.2	95.5	15089	52552643971	NA19711	/groups/bi-marvl/samples/alignments/GRCh38/NA19711/alignments/NA19711.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19711/alignments/NA19711.cram.crai	15.93	16	1	91.5	95.4	15048	52721588933
NA19717	P11	5	G	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Male	M014	father	PAI99478 PAM67901	37,1	9.614		X	NA19717	/groups/bi-marvl/samples/alignments/T2T/NA19717/alignments/NA19717.cram	/groups/bi-marvl/samples/alignments/T2T/NA19717/alignments/NA19717.cram.crai	11.45	11	1	91.8	94.7	9525	37560075032	NA19717	/groups/bi-marvl/samples/alignments/GRCh38/NA19717/alignments/NA19717.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19717/alignments/NA19717.cram.crai	11.57	11	1	91.3	94.5	9493	37666266971
NA19720	P11	5	H	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Male	M015	father	PAI99472 PAM67679 PAM92334	22,7	26.046		X	NA19720	/groups/bi-marvl/samples/alignments/T2T/NA19720/alignments/NA19720.cram	/groups/bi-marvl/samples/alignments/T2T/NA19720/alignments/NA19720.cram.crai	7.14	7	1	93.6	96.8	25712	23333965134	NA19720	/groups/bi-marvl/samples/alignments/GRCh38/NA19720/alignments/NA19720.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19720/alignments/NA19720.cram.crai	7.2	7	1	92.5	96.6	25631	23464384656
NA19723	P11	6	A	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Male	M016	father	PAM48485 PAM53763	73,0	15.955		X	NA19723	/groups/bi-marvl/samples/alignments/T2T/NA19723/alignments/NA19723.cram	/groups/bi-marvl/samples/alignments/T2T/NA19723/alignments/NA19723.cram.crai	22.64	23	1	93.7	95.9	15714	73358855752	NA19723	/groups/bi-marvl/samples/alignments/GRCh38/NA19723/alignments/NA19723.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19723/alignments/NA19723.cram.crai	22.85	23	1	93	95.7	15640	73716983738
NA19728	P11	6	B	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Female	M018	mother	PAK17522 PAM51401	58,5	6.53		X	NA19728	/groups/bi-marvl/samples/alignments/T2T/NA19728/alignments/NA19728.cram	/groups/bi-marvl/samples/alignments/T2T/NA19728/alignments/NA19728.cram.crai	17.85	18	48	93.2	95.3	6412	58381504435	NA19728	/groups/bi-marvl/samples/alignments/GRCh38/NA19728/alignments/NA19728.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19728/alignments/NA19728.cram.crai	18.01	18	13	92.8	95.2	6390	58509949531
NA19729	P11	6	C	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Male	M018	father	PAK09429 PAM53800	32,4	11.968		X	NA19729	/groups/bi-marvl/samples/alignments/T2T/NA19729/alignments/NA19729.cram	/groups/bi-marvl/samples/alignments/T2T/NA19729/alignments/NA19729.cram.crai	10.06	10	1	93	95.4	11898	32373345828	NA19729	/groups/bi-marvl/samples/alignments/GRCh38/NA19729/alignments/NA19729.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19729/alignments/NA19729.cram.crai	10.16	10	1	92.3	95.2	11835	32490273060
NA19734	P11	6	D	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Female		proband	PAK15674 PAM50211	51,4	20.969		X	NA19734	/groups/bi-marvl/samples/alignments/T2T/NA19734/alignments/NA19734.cram	/groups/bi-marvl/samples/alignments/T2T/NA19734/alignments/NA19734.cram.crai	15.93	16	43	92.3	94.9	20757	51796473249	NA19734	/groups/bi-marvl/samples/alignments/GRCh38/NA19734/alignments/NA19734.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19734/alignments/NA19734.cram.crai	16.07	16	13	91.7	94.7	20740	51967351615
NA19735	P11	6	E	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Male		proband	PAM53734	57,0	10.496		X	NA19735	/groups/bi-marvl/samples/alignments/T2T/NA19735/alignments/NA19735.cram	/groups/bi-marvl/samples/alignments/T2T/NA19735/alignments/NA19735.cram.crai	17.56	17	1	93.4	95.8	10443	56705288977	NA19735	/groups/bi-marvl/samples/alignments/GRCh38/NA19735/alignments/NA19735.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19735/alignments/NA19735.cram.crai	17.77	17	1	92.5	95.6	10364	56930608291
NA19740	P11	6	F	MXL	MXL	Mexican Ancestry in Los Angeles CA USA [MXL]	Female		proband	PAM48682 PAM51408	70,8	8.79		X	NA19740	/groups/bi-marvl/samples/alignments/T2T/NA19740/alignments/NA19740.cram	/groups/bi-marvl/samples/alignments/T2T/NA19740/alignments/NA19740.cram.crai	21.72	22	43	92.6	95.1	8455	72107924594	NA19740	/groups/bi-marvl/samples/alignments/GRCh38/NA19740/alignments/NA19740.cram	/groups/bi-marvl/samples/alignments/GRCh38/NA19740/alignments/NA19740.cram.crai	21.92	22	12	92.1	95	8409	72335018725
